ID	Ontology Source	Term	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni step down	Group PValue	Group PValue Corrected with Bonferroni step down	Associated Genes Found	All Associated Genes	OverViewTerm
R-HSA:8935730	REACTOME_Reactions_25.05.2022	RUNX1:CBFB, SIN3A(SIN3B), PRMT6 and HDAC1 bind the ITGA2B promoter	[-1]	[Group13]	4	6.060606	0.012240278723099548	0.5997736574318778	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CBFB, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, LOC102724334, PRMT6, RUNX1, SIN3A, SIN3B]	FALSE
R-HSA:8935731	REACTOME_Reactions_25.05.2022	ITGA2B gene transcription is stimulated by the complex of RUNX1, GATA1 and PRMT1 and inhibited by the complex of RUNX1, SIN3A and PRMT6	[-1]	[Group13]	4	4.8192773	0.02618304724643841	0.49747789768232975	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, CBFB, DPY30, EP300, GATA1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, ITGA2B, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, PRMT1, PRMT6, RBBP5, RUNX1, SETD1A, SETD1B, SIN3A, SIN3B, WDR5, ZFPM1]	FALSE
R-HSA:8935740	REACTOME_Reactions_25.05.2022	RUNX1 and GATA1 bind the promoter of the ITGA2B gene	[-1]	[Group13]	4	5.1282053	0.021398245313039188	0.5563543781390189	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, CBFB, DPY30, EP300, GATA1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, PRMT1, RBBP5, RUNX1, SETD1A, SETD1B, WDR5, ZFPM1]	FALSE
R-HSA:8936459	REACTOME_Pathways_25.05.2022	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	[-1]	[Group13]	4	4.123711	0.04276827082579926	0.25660962495479556	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[AGO1, AGO3, AGO4, ASH2L, CBFB, DPY30, EP300, GATA1, GP1BA, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, ITGA2B, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, MOV10, MYL9, NFE2, NR4A3, PF4, PRKCQ, PRMT1, PRMT6, RBBP5, RUNX1, SETD1A, SETD1B, SIN3A, SIN3B, THBS1, TNRC6A, TNRC6B, TNRC6C, WDR5, ZFPM1]	FALSE
R-HSA:8936481	REACTOME_Reactions_25.05.2022	Core MLL complex methylates H3K4Me2-Nucleosome at the ITGA2B gene promoter	[-1]	[Group13]	4	5.1282053	0.021398245313039188	0.5563543781390189	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, CBFB, DPY30, EP300, GATA1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, PRMT1, RBBP5, RUNX1, SETD1A, SETD1B, WDR5, ZFPM1]	FALSE
R-HSA:8936584	REACTOME_Reactions_25.05.2022	PRMT6 arginine methylates H3K4me2-Nucleosome at the ITGA2B gene promoter	[-1]	[Group13]	4	6.060606	0.012240278723099548	0.5997736574318778	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CBFB, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, LOC102724334, PRMT6, RUNX1, SIN3A, SIN3B]	FALSE
R-HSA:8936599	REACTOME_Reactions_25.05.2022	RUNX1:CBFB, SIN3A(SIN3B), PRMT6 and HDAC1 bind the GP1BA promoter	[-1]	[Group13]	4	6.060606	0.012240278723099548	0.5997736574318778	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CBFB, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, LOC102724334, PRMT6, RUNX1, SIN3A, SIN3B]	FALSE
R-HSA:8936608	REACTOME_Reactions_25.05.2022	PRMT6 arginine methylates H3K4me2-Nucleosome at the GP1BA gene promoter	[-1]	[Group13]	4	6.060606	0.012240278723099548	0.5997736574318778	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CBFB, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, LOC102724334, PRMT6, RUNX1, SIN3A, SIN3B]	FALSE
R-HSA:8936616	REACTOME_Reactions_25.05.2022	RUNX1 and GATA1 bind the promoter of the GP1BA gene	[-1]	[Group13]	4	5.1282053	0.021398245313039188	0.5563543781390189	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, CBFB, DPY30, EP300, GATA1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, PRMT1, RBBP5, RUNX1, SETD1A, SETD1B, WDR5, ZFPM1]	FALSE
R-HSA:8936621	REACTOME_Reactions_25.05.2022	Core MLL complex methylates H3K4Me2-Nucleosome at the GP1BA gene promoter	[-1]	[Group13]	4	5.1282053	0.021398245313039188	0.5563543781390189	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, CBFB, DPY30, EP300, GATA1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, PRMT1, RBBP5, RUNX1, SETD1A, SETD1B, WDR5, ZFPM1]	FALSE
R-HSA:8936628	REACTOME_Reactions_25.05.2022	GP1BA gene transcription is stimulated by the complex containing RUNX1, PRMT1 and GATA1 and inhibited by the complex of RUNX1, SIN3A and PRMT6	[-1]	[Group13]	4	4.8192773	0.02618304724643841	0.49747789768232975	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, CBFB, DPY30, EP300, GATA1, GP1BA, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, PRMT1, PRMT6, RBBP5, RUNX1, SETD1A, SETD1B, SIN3A, SIN3B, WDR5, ZFPM1]	FALSE
R-HSA:8936979	REACTOME_Reactions_25.05.2022	RUNX1 and GATA1 bind the promoter of the THBS1 gene	[-1]	[Group13]	4	5.1282053	0.021398245313039188	0.5563543781390189	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, CBFB, DPY30, EP300, GATA1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, PRMT1, RBBP5, RUNX1, SETD1A, SETD1B, WDR5, ZFPM1]	FALSE
R-HSA:8936989	REACTOME_Reactions_25.05.2022	RUNX1:CBFB, SIN3A(SIN3B), PRMT6 and HDAC1 bind the THBS1 gene promoter	[-1]	[Group13]	4	6.060606	0.012240278723099548	0.5997736574318778	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CBFB, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, LOC102724334, PRMT6, RUNX1, SIN3A, SIN3B]	FALSE
R-HSA:8936995	REACTOME_Reactions_25.05.2022	THBS1 gene transcription is stimulated by the complex containing RUNX1, PRMT1 and GATA1 and inhibited by the complex of RUNX1, SIN3A and PRMT6	[-1]	[Group13]	4	4.8192773	0.02618304724643841	0.49747789768232975	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, CBFB, DPY30, EP300, GATA1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, PRMT1, PRMT6, RBBP5, RUNX1, SETD1A, SETD1B, SIN3A, SIN3B, THBS1, WDR5, ZFPM1]	FALSE
R-HSA:8937016	REACTOME_Reactions_25.05.2022	Core MLL complex methylates H3K4Me2-Nucleosome at the THBS1 gene promoter	[-1]	[Group13]	4	5.1282053	0.021398245313039188	0.5563543781390189	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, CBFB, DPY30, EP300, GATA1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, PRMT1, RBBP5, RUNX1, SETD1A, SETD1B, WDR5, ZFPM1]	FALSE
R-HSA:8937022	REACTOME_Reactions_25.05.2022	PRMT6 arginine methylates H3K4me2-Nucleosome at the THBS1 gene promoter	[-1]	[Group13]	4	6.060606	0.012240278723099548	0.5997736574318778	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CBFB, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, LOC102724334, PRMT6, RUNX1, SIN3A, SIN3B]	FALSE
R-HSA:8937037	REACTOME_Reactions_25.05.2022	RUNX1 and GATA1 bind the promoter of the MIR27A gene	[-1]	[Group13]	4	5.1282053	0.021398245313039188	0.5563543781390189	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, CBFB, DPY30, EP300, GATA1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, PRMT1, RBBP5, RUNX1, SETD1A, SETD1B, WDR5, ZFPM1]	FALSE
R-HSA:8937050	REACTOME_Reactions_25.05.2022	Core MLL complex methylates H3K4Me2-Nucleosome at the MIR27A gene promoter	[-1]	[Group13]	4	5.1282053	0.021398245313039188	0.5563543781390189	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, CBFB, DPY30, EP300, GATA1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, PRMT1, RBBP5, RUNX1, SETD1A, SETD1B, WDR5, ZFPM1]	FALSE
R-HSA:8937097	REACTOME_Reactions_25.05.2022	MIR27A gene transcription is stimulated by the complex containing RUNX1, PRMT1 and GATA1 and inhibited by the complex of RUNX1, SIN3A and PRMT6	[-1]	[Group13]	4	4.494382	0.032709858981441076	0.425228166758734	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[AGO1, AGO3, AGO4, ASH2L, CBFB, DPY30, EP300, GATA1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, KAT2B, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, LOC102724334, MOV10, PRMT1, PRMT6, RBBP5, RUNX1, SETD1A, SETD1B, SIN3A, SIN3B, TNRC6A, TNRC6B, TNRC6C, WDR5, ZFPM1]	FALSE
R-HSA:8937113	REACTOME_Reactions_25.05.2022	PRMT6 arginine methylates H3K4me2-Nucleosome at the MIR27A gene promoter	[-1]	[Group13]	4	6.060606	0.012240278723099548	0.5997736574318778	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CBFB, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, LOC102724334, PRMT6, RUNX1, SIN3A, SIN3B]	FALSE
R-HSA:8937118	REACTOME_Reactions_25.05.2022	RUNX1:CBFB, SIN3A(SIN3B), PRMT6 and HDAC1 bind the MIR27A gene promoter	[-1]	[Group13]	4	6.060606	0.012240278723099548	0.5997736574318778	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CBFB, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, LOC102724334, PRMT6, RUNX1, SIN3A, SIN3B]	FALSE
R-HSA:8952618	REACTOME_Reactions_25.05.2022	AcM-UBE2M transfers NEDD8 to CRL1 E3 ubiquitin ligase complex	[-1]	[Group07]	4	6.1538463	0.011618341827734758	0.5809170913867379	{Group07=0.024372449072365986}	{Group07=0.12186224536182994}	[BTRC, DCUN1D2, DCUN1D5, FBXL19]	[BTRC, CCDC22, CCNF, COMMD1, COMMD10, COMMD2, COMMD3, COMMD4, COMMD5, COMMD6, COMMD7, COMMD8, COMMD9, CUL1, DCUN1D1, DCUN1D2, DCUN1D3, DCUN1D4, DCUN1D5, FBXL12, FBXL13, FBXL14, FBXL15, FBXL16, FBXL19, FBXL20, FBXL22, FBXL3, FBXL4, FBXL5, FBXL7, FBXL8, FBXO10, FBXO11, FBXO15, FBXO17, FBXO2, FBXO21, FBXO22, FBXO27, FBXO30, FBXO31, FBXO32, FBXO4, FBXO40, FBXO41, FBXO44, FBXO6, FBXO7, FBXO9, FBXW10, FBXW11, FBXW12, FBXW2, FBXW4, FBXW5, FBXW7, FBXW8, FBXW9, LMO7, NEDD8, RBX1, SKP1, SKP2, UBE2M]	FALSE
R-HSA:8952620	REACTOME_Reactions_25.05.2022	NEDD8:AcM-UBE2M binds CRL1 E3 ubiquitin ligase complex	[-1]	[Group07]	4	6.1538463	0.011618341827734758	0.5809170913867379	{Group07=0.024372449072365986}	{Group07=0.12186224536182994}	[BTRC, DCUN1D2, DCUN1D5, FBXL19]	[BTRC, CCDC22, CCNF, COMMD1, COMMD10, COMMD2, COMMD3, COMMD4, COMMD5, COMMD6, COMMD7, COMMD8, COMMD9, CUL1, DCUN1D1, DCUN1D2, DCUN1D3, DCUN1D4, DCUN1D5, FBXL12, FBXL13, FBXL14, FBXL15, FBXL16, FBXL19, FBXL20, FBXL22, FBXL3, FBXL4, FBXL5, FBXL7, FBXL8, FBXO10, FBXO11, FBXO15, FBXO17, FBXO2, FBXO21, FBXO22, FBXO27, FBXO30, FBXO31, FBXO32, FBXO4, FBXO40, FBXO41, FBXO44, FBXO6, FBXO7, FBXO9, FBXW10, FBXW11, FBXW12, FBXW2, FBXW4, FBXW5, FBXW7, FBXW8, FBXW9, LMO7, NEDD8, RBX1, SKP1, SKP2, UBE2M]	FALSE
