,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0030485,9102.978983,-0.14723773,0.181618887,-0.810696134,0.417540194,0.641567724
FBgn0030486,2855.932256,-0.593829398,0.378952996,-1.567026527,0.117108491,0.297532984
FBgn0030492,0.075731217,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0030493,3.89788155,0.90115609,0.806679152,1.117118359,0.263943722,NA
FBgn0030494,2.752803501,0.115956492,0.699045056,0.165878423,NA,NA
FBgn0030495,0.511113842,-0.773273341,0.629438885,-1.228512187,NA,NA
FBgn0030499,1615.343193,0.320773988,0.257723191,1.244645412,0.21326212,0.435013402
FBgn0030500,4.420962066,1.691586656,0.813534721,2.079304805,0.037589344,NA
FBgn0030501,1.034846304,-0.069428667,0.63500714,-0.109335255,NA,NA
FBgn0030502,1585.927822,0.218928682,0.357934813,0.611644003,0.540773318,0.739743563
FBgn0030503,131.8947322,-0.526635417,0.437795149,-1.20292657,0.229004737,0.453873679
FBgn0030504,566.3822838,-1.810071488,0.475850769,-3.803863746,0.000142457,0.00145078
FBgn0030505,5500.246048,-1.168213957,0.205374835,-5.688204005,1.28E-08,2.95E-07
FBgn0030506,457.3624552,0.232974446,0.338912863,0.687416948,0.491820021,0.707293053
FBgn0030507,3.777000509,-0.076923945,0.659920918,-0.116565398,NA,NA
FBgn0030508,3277.127643,-0.018846486,0.312156683,-0.060375085,0.951856902,0.979674186
FBgn0030509,1.27106272,0.116325955,0.644302333,0.180545605,0.856724255,NA
FBgn0030510,234.0918249,-1.241403199,0.57689438,-2.151872581,0.031407391,0.119267085
FBgn0030511,131.230151,-1.868013348,0.569695428,-3.278968472,0.001041873,0.007828191
FBgn0030512,4718.262655,-0.045148575,0.339718405,-0.132899997,0.894272469,0.95073162
FBgn0030514,3051.07228,0.162217132,0.353697901,0.458631876,0.646498542,0.813299461
FBgn0030518,195.8583988,-0.64364028,0.461734001,-1.393963362,0.163328669,0.36941573
FBgn0030519,998.2676976,0.122679981,0.35902302,0.341705055,0.732572868,0.868736161
FBgn0030520,14652.47595,0.389093173,0.237885498,1.63563217,0.101916593,0.270440767
FBgn0030521,4913.660025,-0.292370584,0.212047148,-1.378799886,0.167956462,0.376139345
FBgn0030522,1221.020978,0.098760192,0.306190213,0.322545227,0.747039681,0.876949825
FBgn0030524,126.9790612,-0.137962144,0.547482815,-0.25199356,0.801046041,0.904381639
FBgn0030525,27.88297488,0.306515341,0.891202263,0.343934653,0.730895431,0.867601951
FBgn0030528,628.3046267,-0.168495851,0.322381478,-0.522659836,0.601210993,0.781962311
FBgn0030529,2708.881067,1.242424207,0.26393183,4.707367843,2.51E-06,4.00E-05
FBgn0030530,1504.997854,0.681091613,0.276504481,2.463220884,0.013769506,0.063899216
FBgn0030536,53.95132069,1.695391033,0.863825298,1.962654991,0.049686276,0.164236036
FBgn0030537,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0030538,1.806911164,-0.543461828,0.647645086,-0.839135261,0.401393411,NA
FBgn0030539,7.873156009,0.132530212,0.896523996,0.147826732,0.882479512,0.944399345
FBgn0030540,4.703997773,-0.198003006,0.727326799,-0.272233893,0.785442183,NA
FBgn0030541,0,NA,NA,NA,NA,NA
FBgn0030542,0,NA,NA,NA,NA,NA
FBgn0030543,8.038165887,-0.308399294,0.724944059,-0.425411161,NA,NA
FBgn0030544,0.183713699,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0030545,188.5977963,-1.129939251,0.491177732,-2.300469214,0.021421652,0.090136285
FBgn0030551,3.929069088,0.442697617,0.823847539,0.537353814,0.59102324,NA
FBgn0030552,2537.96574,0.248205984,0.232257297,1.068668188,0.285219211,0.517293643
FBgn0030554,277.5689919,0.374077993,0.515955559,0.725019795,0.468439887,0.687608412
FBgn0030555,1220.955603,0.15372575,0.324191106,0.474182502,0.63536977,0.806072337
FBgn0030556,3512.391873,-0.218271365,0.235836075,-0.92552153,0.35469469,0.587479743
FBgn0030558,22.33254972,1.970550924,0.882950704,2.231779096,0.025629567,0.103339863
FBgn0030559,2866.329586,-0.597922738,0.26039677,-2.296198754,0.02166452,0.090989104
FBgn0030562,0.325420378,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0030563,1.590364819,0.206752773,0.807691797,0.255979786,0.797966446,NA
FBgn0030566,33.85563923,0.149289567,0.747067486,0.199834112,0.841610322,0.924778304
FBgn0030569,12.8553993,-0.957054215,0.883279712,-1.083523376,0.278576181,0.510696633
FBgn0030570,0.906355799,-0.784710495,0.637020119,-1.231845701,NA,NA
FBgn0030571,2130.806433,-0.479449619,0.35263666,-1.359613658,0.173952214,0.384965701
FBgn0030572,2643.692343,0.618570364,0.41191374,1.50169879,0.133174917,0.323176915
FBgn0030573,284.0631318,0.653308536,0.505846634,1.29151504,0.196525143,0.414582011
FBgn0030574,8763.16738,0.992773537,0.316588961,3.135843823,0.001713604,0.011896959
FBgn0030575,2.740355805,-0.640360631,0.731198363,-0.875768688,NA,NA
FBgn0030576,11.52384784,1.058018189,0.89069633,1.187855112,0.234890497,0.46083172
FBgn0030577,6.125110113,0.386001989,0.764130017,0.505152239,NA,NA
FBgn0030578,1.262233549,-0.044452361,0.642615577,-0.069174111,0.94485103,NA
FBgn0030581,11568.71938,-0.307256622,0.179489193,-1.711839115,0.086926321,0.241535128
FBgn0030582,2413.964693,-0.406743124,0.373688578,-1.088454792,0.276394384,0.50794228
FBgn0030583,157.1480667,1.471859398,0.591470348,2.488475379,0.012829212,0.060521636
FBgn0030584,4471.493075,0.021603084,0.395489768,0.054623624,0.956438318,0.982301708
FBgn0030586,92.30694184,-0.257632307,0.61879887,-0.416342562,0.677159352,0.831742336
FBgn0030587,63.99184235,0.621696174,0.886117667,0.701595507,0.482931454,0.699968742
FBgn0030588,48.28794095,-0.071217227,0.779670058,-0.091342775,0.927220231,0.965977961
FBgn0030589,8.39750714,0.085535757,0.878161382,0.097403232,0.922406178,0.964637062
FBgn0030590,204.5644676,0.81741087,0.579721318,1.410006577,0.158537741,0.36236593
FBgn0030592,70.50632956,1.433328106,0.653124782,2.19457008,0.028194452,0.110373187
FBgn0030593,132.6384984,1.257291224,0.594882468,2.113511981,0.034556971,0.127208005
FBgn0030594,205.5670874,0.981634169,0.522298309,1.879451173,0.060182915,0.188326827
FBgn0030595,26.75149665,1.154237357,0.766030442,1.506777399,0.131867724,0.320969819
FBgn0030596,104.2694132,2.52512998,0.706722087,3.573016928,0.000352892,0.003147107
FBgn0030597,5.007634168,0.053707852,0.693807958,0.077410257,NA,NA
FBgn0030598,32.42790007,-0.409079188,0.881954808,-0.463832369,0.64276785,0.810612896
FBgn0030599,3.196111831,-0.616398063,0.774400901,-0.795967647,NA,NA
FBgn0030600,8934.516871,-0.648065297,0.323135569,-2.00555234,0.044904031,0.153361076
FBgn0030603,748.5349314,-0.28025927,0.344098324,-0.814474383,0.415373242,0.639467469
FBgn0030605,6103.699198,0.450268997,0.44596275,1.009656069,0.312660097,0.546886949
FBgn0030607,5.240139907,-1.134561276,0.8467759,-1.33986014,0.180290819,NA
FBgn0030608,130.0597917,1.164182204,0.734865644,1.584210957,0.113145721,0.290624637
FBgn0030610,4096.326087,0.284886934,0.417510201,0.682347242,0.495019407,0.709766614
FBgn0030611,683.0907269,-0.497775859,0.389760612,-1.277132281,0.20155555,0.4217035
FBgn0030612,176.5944014,-1.226682537,0.500404339,-2.451382696,0.014230856,0.065537728
FBgn0030613,20723.82513,-2.019682147,0.285493443,-7.074355624,1.50E-12,4.98E-11
FBgn0030614,227.7412494,-3.216514595,0.574964132,-5.594287392,2.22E-08,4.90E-07
FBgn0030615,81.36736107,-2.197712983,0.551827295,-3.982610142,6.82E-05,0.000754462
FBgn0030616,4291.148955,-0.301467256,0.309450638,-0.974201438,0.329956531,0.563503615
FBgn0030617,7.106807795,-0.748752086,0.855975269,-0.874735654,0.381717756,0.610256927
FBgn0030620,12.99565905,0.641899158,0.897579427,0.715144687,0.474519644,0.692772018
FBgn0030622,3.122884569,0.62417204,0.652028261,0.957277586,NA,NA
FBgn0030623,0.897302622,-0.081326851,0.633522043,-0.128372566,NA,NA
FBgn0030624,6.673889355,-0.036230683,0.88807296,-0.040796967,0.967457757,0.987753361
FBgn0030625,537.4553384,-0.117190039,0.448419343,-0.261340284,0.793830104,0.900693187
FBgn0030628,19.39189697,-0.247376717,0.893895084,-0.276740214,0.781979591,0.894342855
FBgn0030629,3131.544322,-0.375080755,0.328011092,-1.143500216,0.252830965,0.482097548
FBgn0030630,2066.415799,-1.100616531,0.280611182,-3.922211953,8.77E-05,0.000948392
FBgn0030631,1668.517997,0.775688936,0.293952238,2.638826435,0.008319356,0.043742109
FBgn0030634,2095.752794,1.888129172,0.397340524,4.751916949,2.01E-06,3.29E-05
FBgn0030638,6.541646154,-0.444222131,0.832799143,-0.533408487,0.593750844,NA
FBgn0030640,2.398501384,0.626200558,0.786290787,0.796398189,0.425800631,NA
FBgn0030641,3.141008126,-0.607755299,0.831532413,-0.73088588,0.464848861,NA
FBgn0030642,372.268498,0.107631658,0.365183989,0.294732685,0.768198092,0.888223528
FBgn0030643,0.479509076,-0.106021191,0.629531412,-0.168412868,0.866258485,NA
FBgn0030645,437.3591099,-0.696797463,0.445227414,-1.565037194,0.117574188,0.29834414
FBgn0030646,91.47943297,0.809619561,0.745269549,1.086344614,0.277326556,0.508791
FBgn0030647,4.33570962,-0.300539836,0.812244276,-0.370011639,0.711373818,NA
FBgn0030648,5748.00165,0.43165486,0.162863963,2.650401306,0.008039621,0.042665059
FBgn0030653,1.787381876,0.631124116,0.646749808,0.975839666,NA,NA
FBgn0030654,1026.034246,0.951633538,0.263843568,3.606809694,0.000309985,0.002792747
FBgn0030655,377.4652719,-0.169531734,0.467961985,-0.362276722,0.717145252,0.859385271
FBgn0030657,969.984345,0.30197287,0.311497837,0.969422046,0.332334657,0.565272419
FBgn0030658,301.9928868,-0.27088548,0.407132018,-0.66535047,0.505826357,0.716531851
FBgn0030659,737.9541556,-0.275344974,0.306141804,-0.899403382,0.368437838,0.598904725
FBgn0030660,571.5125142,1.068026794,0.339752654,3.143542168,0.001669164,0.011655305
FBgn0030661,0.623130228,0.19989182,0.635969612,0.314310332,0.753285352,NA
FBgn0030662,10.54989424,-0.432992725,0.897485281,-0.48245106,0.629485557,0.801744532
FBgn0030663,0.146032526,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0030664,0,NA,NA,NA,NA,NA
FBgn0030665,5.09247753,-0.066710633,0.678112413,-0.098376953,0.921632975,NA
FBgn0030666,3.819666702,-0.085709128,0.770785533,-0.111197116,0.911460039,NA
FBgn0030667,1.750136788,-0.154013282,0.64832376,-0.237556128,0.812225382,NA
FBgn0030668,1114.179722,-0.488140307,0.293205412,-1.664840713,0.095944539,0.25898073
FBgn0030669,1676.53501,0.0232592,0.406302128,0.05724607,0.95434918,0.981067314
FBgn0030670,10230.03722,0.76379997,0.238034762,3.208774898,0.001333018,0.009677871
FBgn0030671,1157.359026,-0.236821823,0.25287451,-0.936519157,0.349005954,0.581076614
FBgn0030672,7772.740771,-0.53385982,0.340652207,-1.567169707,0.117075029,0.297526018
FBgn0030673,667.0047991,1.002092252,0.373480833,2.683115606,0.007293977,0.039289304
FBgn0030674,7274.806489,0.115678576,0.3268708,0.35389694,0.72341612,0.863321157
FBgn0030675,8.901421002,-0.232453085,0.875858763,-0.265400194,0.790701187,0.899957248
FBgn0030676,39.18427396,-0.810920895,0.821011988,-0.987708958,0.323295206,0.557038617
FBgn0030678,98.90678152,-1.993031598,0.64533604,-3.088362456,0.002012628,0.013688417
FBgn0030679,2571.481656,0.225845796,0.259913119,0.868928035,0.384886495,0.61219013
FBgn0030680,1185.212135,0.315210679,0.370819067,0.850039027,0.395303389,0.622033486
FBgn0030683,120.6115556,0.538964034,0.65250989,0.825986,0.408812034,0.633494635
FBgn0030684,56.1288697,-0.811288013,0.768662829,-1.055453681,0.291217883,0.523273691
FBgn0030685,6452.199332,0.044813828,0.174054463,0.257470145,0.796815859,0.903014462
FBgn0030686,2207.240615,0.827471044,0.208888132,3.961311905,7.45E-05,0.000816641
FBgn0030687,490.8736788,-0.545160124,0.512689369,-1.063334168,0.287630435,0.520205559
FBgn0030688,12.53405645,-0.801224382,0.890020817,-0.900231058,0.367997301,0.598839177
FBgn0030691,9.284474175,0.39499278,0.887130298,0.445247762,0.656140714,0.819435566
FBgn0030692,1954.622327,0.464961502,0.267430539,1.738625304,0.082100693,0.232907208
FBgn0030693,2971.059267,0.350152225,0.310053698,1.129327682,0.258759627,0.488611228
FBgn0030694,1333.637039,0.331195693,0.316962345,1.044905483,0.296066655,0.527387448
FBgn0030695,669.2780169,-0.408384919,0.322521439,-1.26622565,0.205432307,0.426132339
FBgn0030696,21.69267153,0.231595223,0.880193111,0.26311865,0.792459129,0.900393359
FBgn0030697,5.68298193,-0.077274944,0.754971644,-0.102354764,NA,NA
FBgn0030699,2887.111143,0.158215026,0.256645233,0.61647366,0.537581951,0.738458837
FBgn0030700,20.18313915,0.487155563,0.886915213,0.549269598,0.582820448,0.768569211
FBgn0030701,3736.361145,-0.428825207,0.347483335,-1.234088558,0.217169907,0.439674317
FBgn0030703,5405.349498,0.237009504,0.273036167,0.868051681,0.385366041,0.612799394
FBgn0030704,4998.090191,-0.481193142,0.351035756,-1.370780991,0.170443238,0.379742986
FBgn0030706,12455.16405,0.584657452,0.271814854,2.150940035,0.031480933,0.119299554
FBgn0030707,3063.252401,-0.461783109,0.585722302,-0.788399395,0.430463125,0.654690836
FBgn0030710,3068.461958,0.267030926,0.294767764,0.905902744,0.364987332,0.596708695
FBgn0030711,1700.211192,0.328406095,0.383991398,0.855243364,0.392416435,0.619540178
FBgn0030715,102.7031136,1.394615508,0.538453711,2.590037878,0.009596537,0.049020286
FBgn0030716,6881.07561,-0.435684685,0.413515068,-1.053612598,0.292060319,0.524009669
FBgn0030717,1700.166531,0.786292827,0.267452054,2.939939385,0.003282765,0.020511984
FBgn0030718,14731.40341,0.409512022,0.315937947,1.296178652,0.194913943,0.412350706
FBgn0030719,12118.22162,0.567831058,0.265303553,2.140307027,0.032329962,0.121694122
FBgn0030720,394.5735075,-1.523768067,0.362469792,-4.203848434,2.62E-05,0.000326669
FBgn0030721,4.408111261,-0.84168813,0.805359925,-1.045108037,0.29597304,NA
FBgn0030722,0,NA,NA,NA,NA,NA
FBgn0030723,12395.87895,-6.473883835,0.409252026,-15.81881925,2.31E-56,3.85E-54
FBgn0030724,6515.222399,1.336519828,0.237779863,5.62082849,1.90E-08,4.27E-07
FBgn0030725,504.5688677,0.900371312,0.43637254,2.063308822,0.039083296,0.139783533
FBgn0030729,1.883827695,-0.989827393,0.645330231,-1.533830814,0.12507128,NA
FBgn0030731,983.4477199,-0.693402786,0.261838228,-2.648210654,0.008091909,0.042820424
FBgn0030733,0,NA,NA,NA,NA,NA
FBgn0030734,4003.885013,0.209901854,0.234244628,0.896079694,0.370210201,0.600369464
FBgn0030735,5982.407757,-0.07044542,0.342388918,-0.205746787,0.836988709,0.922007056
FBgn0030737,0,NA,NA,NA,NA,NA
FBgn0030738,2071.918518,-0.035071661,0.311976131,-0.11241777,0.910492166,0.95888871
FBgn0030739,542.2384055,-0.071711287,0.431962705,-0.166012681,0.868146971,0.937463597
FBgn0030740,2800.534094,0.787660947,0.215499822,3.655042212,0.00025714,0.002401541
FBgn0030742,9364.028235,0.229600575,0.161383724,1.42269969,0.15482323,0.35727019
FBgn0030743,6178.856285,0.733486158,0.403688777,1.816959497,0.069223315,0.206412503
FBgn0030744,1377.669932,0.911265126,0.266189078,3.423375344,0.000618486,0.00509357
FBgn0030745,1881.848323,-0.196246922,0.235360091,-0.833815627,0.404384888,0.62962964
FBgn0030746,2.843717307,-1.122354815,0.747482126,-1.501513916,0.13322269,NA
FBgn0030747,27.66874753,-0.140587726,0.896985221,-0.156733604,NA,NA
FBgn0030748,0.146032526,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0030749,103.4143316,1.39639585,0.499840066,2.793685307,0.005211116,0.029899088
FBgn0030752,5756.307865,0.359635163,0.218628455,1.644960458,0.099977966,0.266966253
FBgn0030753,828.8057525,0.730123823,0.344798302,2.117538918,0.034214136,0.126281977
FBgn0030756,6.959971607,1.000926769,0.874305984,1.144824338,0.252281931,0.481638183
FBgn0030757,1022.500524,-1.236769009,0.402918614,-3.06952562,0.00214399,0.014459989
FBgn0030758,10631.92015,0.223572995,0.256390641,0.872001389,0.38320762,0.610815801
FBgn0030759,88.26946591,-0.098473693,0.546669297,-0.180133937,0.85704742,0.932221953
FBgn0030761,1619.964962,-1.004447159,0.42759105,-2.349083685,0.018819677,0.081714254
FBgn0030763,16.42003176,-1.863476684,0.785934116,-2.371034222,0.017738389,0.078150478
FBgn0030764,3.007550612,0.805801593,0.823230701,0.978828404,0.327664772,NA
FBgn0030766,56.71721249,0.729341878,0.865388641,0.842791138,0.399345265,0.625531116
FBgn0030768,364.4596187,-0.231311262,0.36907693,-0.626729128,0.530836807,0.733926407
FBgn0030769,6.049487548,-0.068144079,0.866253866,-0.078665252,0.937298885,NA
FBgn0030770,1.440298634,0.7383479,0.644219062,1.146113091,NA,NA
FBgn0030773,24.3878662,-0.842634713,0.893645129,-0.94291871,0.345722484,0.578693788
FBgn0030774,53.57914166,-0.266183408,0.855900731,-0.310997991,NA,NA
FBgn0030775,67.39046412,-1.061073769,0.769513648,-1.378888823,0.167929035,0.376139345
FBgn0030776,141.1742004,-0.269469892,0.537917705,-0.500950033,0.616406289,0.793592738
FBgn0030777,13.00708438,0.797642624,0.896864073,0.889368465,0.373805087,0.60288131
FBgn0030778,12363.27333,-0.524811772,0.246928063,-2.125363011,0.033556334,0.124470738
FBgn0030780,63.44323999,-0.248020235,0.764740356,-0.324319532,0.745696134,0.876464448
FBgn0030786,3646.598743,0.760005835,0.348638594,2.179924562,0.029263054,0.113546746
FBgn0030787,2104.589059,0.333750376,0.24187458,1.379848909,0.16763317,0.376042184
FBgn0030788,1618.638342,0.377320663,0.315868933,1.194548194,0.2322636,0.457614464
FBgn0030789,258.256652,0.007662885,0.446801895,0.017150521,0.986316535,0.994964186
FBgn0030790,3511.943234,0.539175969,0.202397923,2.663940234,0.007723128,0.041279524
FBgn0030791,6035.798389,0.516621203,0.203491074,2.538790486,0.011123642,0.054809892
FBgn0030792,2498.453328,-0.262592489,0.331821056,-0.791367768,0.428729413,0.652941166
FBgn0030793,473.7222379,-0.426716565,0.284703113,-1.498812429,0.133922299,0.324215353
FBgn0030794,270.2670928,-0.040348756,0.347365157,-0.116156601,0.907528431,0.957649697
FBgn0030795,0,NA,NA,NA,NA,NA
FBgn0030796,19.82752462,1.879222524,0.881986493,2.13067041,0.033116304,0.123500735
FBgn0030797,9.186782305,-0.860344711,0.89764146,-0.958450283,0.33783575,0.570528921
FBgn0030798,4.863097992,-0.191478214,0.887314425,-0.215795222,0.829147373,NA
FBgn0030799,27.40084178,0.563853483,0.846514374,0.666088491,0.50535454,0.716488858
FBgn0030800,961.1721211,0.066020653,0.249786931,0.264307876,0.791542692,0.900194009
FBgn0030801,367.6177319,-0.157033443,0.273099931,-0.575003597,0.565288865,0.757782567
FBgn0030802,353.3325709,-0.076581832,0.468691863,-0.16339484,0.870207566,0.938092911
FBgn0030803,128.5288528,-0.925949496,0.443215371,-2.089163769,0.036692984,0.133247674
FBgn0030804,0.605849736,0.636849925,0.63494078,1.003006809,NA,NA
FBgn0030805,29.63042751,0.820720883,0.878242023,0.934504227,0.350043856,0.582204147
FBgn0030806,444.9187805,1.406828002,0.389109757,3.615504305,0.000299763,0.00271328
FBgn0030807,1.945995081,0.820415956,0.646529802,1.268953036,NA,NA
FBgn0030808,21.99583204,-0.100938777,0.778136967,-0.129718521,0.896789129,0.952137986
FBgn0030809,3984.23388,-0.368698695,0.390589367,-0.943954766,0.345192764,0.578439328
FBgn0030812,5055.43446,0.456958051,0.234464773,1.94894118,0.051302449,0.168143561
FBgn0030813,234.9163463,-0.212115174,0.516011785,-0.41106653,0.681023752,0.835112058
FBgn0030814,4.479258837,-0.377970786,0.671114532,-0.563198632,NA,NA
FBgn0030815,1.807802698,0.46799388,0.644952386,0.725625472,0.468068401,NA
FBgn0030816,0.630018201,-0.253340026,0.628789991,-0.402900857,0.687021161,NA
FBgn0030817,8.383020766,0.283711508,0.880611717,0.322175486,0.747319755,0.877006723
FBgn0030823,0.068364119,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0030824,1.316676677,-0.761423074,0.639868535,-1.189967988,0.234058974,NA
FBgn0030826,0.146032526,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0030828,4.129226726,-0.04422326,0.772872766,-0.057219327,0.954370483,NA
